election_name,Candidate,FPPC,Committee_Name,Aliases,Office,Incumbent,Accepted_expenditure_ceiling,Public_Funding_Received,Website,Twitter,Party_Affiliation,Occupation,Bio,Photo,VotersEdge,Start_Date,End_Date,Internal_Notes,data_warning
oakland-2016,Huber Trenado,1386749,Huber Trenado for OUSD School Board 2016,,School Board District 5,FALSE,TRUE,,http://www.votetrenadoousd.com/,hubertrenado,Democrat,Teacher,"Huber Trenado is a teacher, community leader, and Oakland native. Trenado has helped establish an Aim High program site to increase the quality of academic programs offered to students during the summer and implement common core standards in Oakland United School District classrooms. Trenado graduated from UC Berkeley. 
Source: http://www.votetrenadoousd.com/about",https://s3-us-west-1.amazonaws.com/odca-candidate-photos/Huber-Trenado.png,http://votersedge.org/ca/en/ballot/election/area/42/contests/contest/13218/candidate/130702?&county=Alameda%20County&election_authority_id=1,,,Photo: https://d3n8a8pro7vhmx.cloudfront.net/hubertrenado/pages/35/attachments/original/1470326015/DSC_0541.JPG?1470326015,
