election_name,Candidate,FPPC,Committee_Name,Aliases,Office,Incumbent,Accepted_expenditure_ceiling,Public_Funding_Received,Website,Twitter,Party_Affiliation,Occupation,Bio,Photo,VotersEdge,Start_Date,End_Date,Internal_Notes,data_warning
oakland-2016,Dan Kalb,1382408,Re-Elect Dan Kalb Oakland City Council 2016,,City Council District 1,TRUE,TRUE,"$35,843.75",https://dankalb.net,dankalb,Democrat,City Council member,"Dan Kalb was elected in 2013 to represent District 1 in Oakland City Council. Past roles Kalb has held include policy analyst, environmental, public interest, and social justice advocate, policy director, progressive reformer, and community service volunteer. Kalb serves as the City’s official representative on the StopWaste Board of Directors and is on the East Bay Jewish Community Relations Council Board of Directors. He was the California Policy Director with the Union of Concerned Scientists from 2003 to 2012. He received a Bachelor's of Science in Conservation of Natural Resources from UC Berkeley and a Masters of Public Administration from the University of San Francisco. 
Source: http://www.dankalb.net/",https://s3-us-west-1.amazonaws.com/odca-candidate-photos/dan-kalb2.png,http://votersedge.org/ca/en/ballot/election/area/42/contests/contest/13235/candidate/130756?&county=Alameda%20County&election_authority_id=1,,,Photo: https://d3n8a8pro7vhmx.cloudfront.net/dankalb/pages/1/attachments/original/1347931842/Kalb_Headshot.jpg?1347931842,
